gene	GSM9850794	GSM9850795	GSM9850796	GSM9850797	GSM9850798	GSM9850799	GSM9850800
E030030I06Rik	170	13	101	109	10	0	0
E030037K01Rik	2	1	3	2	1	1	0
E030042O20Rik	4	1	0	0	0	4	1
E030044B06Rik	0	1	0	0	0	0	0
E130006D01Rik	11	0	2	11	10	0	0
E130008D07Rik	1	0	0	0	0	0	0
E130018N17Rik	0	2	1	1	0	1	0
E130018O15Rik	0	0	0	0	0	0	0
E130101E03Rik	0	0	0	0	0	0	0
E130102H24Rik	150	51	138	112	83	21	16
E130111B04Rik	0	0	3	2	0	0	0
E130114P18Rik	2	1	22	24	4	1	4
E130116L18Rik	0	0	1	0	0	0	0
E130119H09Rik	0	0	0	0	0	0	0
E130120K24Rik	0	0	0	0	0	0	0
E130202H07Rik	0	0	0	1	0	0	0
E130208F15Rik	13	1	7	11	3	0	0
E130215H24Rik	0	0	0	0	0	2	0
E130218I03Rik	1	0	0	1	0	0	0
E130304I02Rik	0	0	5	10	1	1	0
E130307A14Rik	84	30	274	274	151	25	39
E130308A19Rik	131	14	340	283	59	25	23
E130309D02Rik	260	37	176	196	44	0	0
E130310I04Rik	11	0	0	0	0	0	0
E130311K13Rik	445	77	239	253	64	37	16
E130317F20Rik	62	6	0	0	0	3	3
E230001N04Rik	42	11	33	38	38	2	5
E230013L22Rik	32	3	0	0	0	3	1
E230014E18Rik	0	0	15	25	2	0	0
E230016K23Rik	5	0	0	0	0	2	0
E230016M11Rik	51	8	0	0	0	13	0
E230025N22Rik	7	1	10	3	0	1	1
E230029C05Rik	51	8	0	0	0	38	9
E230032D23Rik	13	4	49	97	4	5	1
E230034D01Rik	7	0	0	0	0	0	0
E2f1	403	30	122	279	22	12	18
E2f2	45	17	52	66	2	8	5
E2f3	563	48	666	1209	120	100	76
E2f4	547	90	272	399	70	64	44
E2f5	429	48	258	328	65	21	47
E2f6	336	54	210	267	70	18	16
E2f7	78	21	44	100	4	7	11
E2f8	113	10	77	108	13	2	25
E330009J07Rik	95	27	77	84	28	0	0
E330010L02Rik	0	0	0	0	0	0	0
E330011O21Rik	5	7	0	0	0	12	6
E330012B07Rik	0	0	1	5	0	0	0
E330013P04Rik	15	5	12	64	7	1	2
E330014E10Rik	0	0	0	0	0	0	0
E330016L19Rik	0	0	0	0	0	0	0
E330017A01Rik	2	0	0	2	0	0	0
E330017L17Rik	0	0	0	2	0	1	0
E330018M18Rik	0	0	1	0	0	0	0
E330020D12Rik	6	3	0	0	0	7	3
E330021D16Rik	0	0	0	0	0	0	0
E330023G01Rik	1	0	1	1	0	0	0
E330032C10Rik	6	1	0	0	0	0	2
E330034G19Rik	0	0	0	0	0	0	0
E330035G20Rik	0	0	0	0	0	0	0
E430002N23Rik	0	0	0	0	0	0	0
E430018J23Rik	84	24	39	44	13	10	12
E430024I08Rik	105	20	121	139	62	24	22
E430024P14Rik	11	3	30	29	5	2	0
E4f1	302	47	182	177	45	18	19
E530011L22Rik	151	13	70	69	16	2	6
ETV3L	0	0	0	0	0	0	0
EU599041	0	0	0	0	0	0	0
Eaf1	278	58	352	428	60	32	32
Eaf2	24	27	127	121	101	7	11
Eapp	1845	200	888	933	259	120	110
Ear1	56	29	76	80	0	61	34
Ear10	0	0	0	0	0	0	0
Ear14	0	0	0	0	0	0	0
Ear2	42	11	88	75	0	16	1
Ear6	0	0	0	0	0	0	0
Ears2	102	23	59	111	23	11	10
Ebag9	404	82	314	333	64	49	36
Ebf1	6569	929	7460	22251	5754	96	212
Ebf2	459	186	845	3292	1493	16	8
Ebf3	292	34	400	1018	240	10	1
Ebf4	48	8	73	42	24	9	5
Ebi3	36	4	20	30	4	9	1
Ebna1bp2	962	154	696	1126	230	160	143
Ebp	2447	151	698	1124	161	140	83
Ebpl	1215	156	616	742	148	94	56
Ecd	488	86	233	305	86	44	51
Ece1	1225	252	1958	2236	499	66	87
Ece2	123	14	5	14	4	0	1
Ecel1	18	6	19	1	0	2	7
Ech1	2264	309	799	1037	291	225	146
Echdc1	264	55	144	226	61	64	35
Echdc2	438	62	220	175	38	43	28
Echdc3	23	8	31	20	6	6	4
Echs1	2655	258	906	951	126	210	217
Eci1	583	104	297	438	100	89	45
Eci2	1390	197	1008	900	143	158	148
Eci3	24	5	14	14	4	2	2
Ecm1	6780	1300	3352	5137	798	946	473
Ecm2	343	69	201	366	328	8	4
Ecpas	1382	236	0	0	0	172	142
Ecrg4	456	51	0	0	0	7	19
Ecscr	3112	62	713	1117	71	52	61
Ecsit	417	42	187	232	40	34	31
Ect2	176	14	111	153	7	16	63
Ect2l	0	0	6	1	0	1	2
Eda	89	17	547	849	501	27	27
Eda2r	168	48	174	217	84	22	16
Edar	0	0	0	1	0	0	0
Edaradd	5	0	11	8	8	1	0
Edc3	340	38	171	287	58	32	32
Edc4	512	90	235	364	78	36	25
Eddm3b	2	0	2	0	0	0	1
Edem1	1025	227	994	1351	264	131	91
Edem2	503	100	281	426	124	76	39
Edem3	436	63	692	825	237	60	32
Edf1	7894	659	2814	4109	749	613	400
Edil3	84	4	107	190	18	2	12
Edn1	116	44	118	236	339	34	4
Edn2	2	0	5	0	0	0	0
Edn3	2	0	0	3	0	0	0
Ednra	1629	72	706	797	150	20	73
Ednrb	150	1	307	189	5	2	0
Edrf1	251	37	288	313	98	26	16
Eea1	3656	311	2738	3158	760	213	184
Eed	591	100	603	855	127	72	57
Eef1a1	109525	13719	55363	67440	12004	8787	9175
Eef1a2	5	1	3	11	1	0	15
Eef1akmt1	1067	90	347	589	81	98	60
Eef1akmt2	221	67	131	253	47	42	42
Eef1akmt3	167	11	90	191	15	13	14
Eef1akmt4	392	18	97	170	20	22	22
Eef1aknmt	156	23	0	0	0	0	0
Eef1b2	34804	3597	16452	23616	3068	2013	2687
Eef1d	9608	1066	3458	5297	1030	579	623
Eef1e1	440	59	248	449	64	76	70
Eef1g	17201	1554	6839	11320	1458	1069	1330
Eef2	25106	2848	11723	13174	2288	1217	1531
Eef2k	345	135	374	465	158	56	34
Eef2kmt	756	119	352	494	75	75	53
Eefsec	242	20	166	302	78	49	40
Eepd1	57	15	357	308	23	15	5
Efcab1	5	20	12	20	0	3	2
Efcab10	0	0	1	0	0	0	0
Efcab11	62	2	61	105	3	17	34
Efcab12	4	5	10	2	2	0	0
Efcab14	1164	217	780	1158	289	114	69
Efcab2	54	15	50	51	17	7	5
Efcab3	0	0	0	0	0	0	0
Efcab5	9	0	14	28	8	7	4
Efcab6	0	0	0	1	0	0	3
Efcab7	24	6	33	33	34	12	12
Efcab8	0	0	95	64	7	0	3
Efcab9	1	0	7	10	1	2	0
Efcc1	21	9	21	95	28	0	0
Efemp1	1443	1967	1813	6197	2822	310	107
Efemp2	9263	614	2282	5181	404	245	213
Efhb	62	10	128	266	45	7	13
Efhc1	47	11	70	117	25	3	1
Efhc2	1	0	9	4	3	0	1
Efhd1	18	64	27	172	216	6	0
Efhd1os	0	0	0	0	0	0	0
Efhd2	1694	250	1473	1838	223	191	158
Efl1	354	71	536	637	138	75	54
Efna1	235	47	181	65	6	15	46
Efna2	172	39	197	162	37	46	29
Efna3	34	0	30	20	0	0	0
Efna4	326	20	87	112	15	14	26
Efna5	854	278	6770	3737	1244	989	1038
Efnb1	2193	287	1459	1670	189	165	119
Efnb2	268	61	581	786	51	60	132
Efnb3	18	5	28	12	1	2	3
Efr3a	1424	257	1128	1483	402	168	127
Efr3b	56	5	56	57	15	3	5
Efs	291	137	186	318	101	40	33
Eftud2	1027	109	516	643	120	95	85
Egf	26	9	16	19	10	2	1
Egfem1	1	1	10	1	0	0	0
Egfl6	8	13	1	32	1	0	1
Egfl7	418	14	50	45	7	9	8
Egfl8	15	8	11	13	3	3	3
Egflam	127	19	186	56	96	3	9
Egfr	2125	326	5963	10070	2917	290	427
Egfros	32	1	70	96	12	3	4
Egln1	2924	226	2026	1515	228	130	257
Egln2	1069	159	577	630	147	93	91
Egln3	639	79	2011	528	17	167	353
Egr1	30119	1383	23919	28148	4452	438	446
Egr2	1596	36	684	938	54	14	50
Egr3	841	47	710	1363	32	13	17
Egr4	36	0	12	37	0	0	0
Ehbp1	253	84	1889	2691	1169	152	82
Ehbp1l1	1058	129	480	934	117	53	50
Ehd1	1909	245	1477	2073	322	183	119
Ehd2	2996	438	1251	1964	513	173	188
Ehd3	252	20	121	81	21	7	18
Ehd4	792	45	513	644	108	56	36
Ehf	55	9	44	19	1	13	2
Ehhadh	21	13	43	30	13	6	8
Ehmt1	1213	154	1316	1471	437	174	155
Ehmt2	1730	268	863	1027	213	126	97
Ei24	1142	206	715	740	243	112	74
Eid1	8305	581	2506	3682	644	267	283
Eid2	881	51	469	442	98	68	74
Eid2b	262	25	133	113	33	12	19
Eid3	72	3	72	77	11	0	1
Eif1	34324	3482	18195	20466	4291	2826	2187
Eif1a	3626	294	2358	2677	442	331	288
Eif1ad	1068	74	509	562	92	56	79
Eif1ax	3899	335	1621	2071	321	250	289
Eif1b	2894	256	1306	1473	363	202	152
Eif2a	991	183	733	867	195	104	109
Eif2ak1	735	108	567	489	128	37	52
Eif2ak2	1026	170	665	979	213	99	75
Eif2ak3	238	54	513	699	245	72	45
Eif2ak4	238	35	687	709	102	42	49
Eif2b1	420	46	240	269	46	46	58
Eif2b2	883	86	435	462	53	58	63
Eif2b3	689	37	308	485	155	60	56
Eif2b4	756	53	286	397	91	44	44
Eif2b5	825	85	312	455	93	51	52
Eif2c5	0	0	3	1	0	0	0
Eif2d	369	64	162	224	66	33	35
Eif2s1	2199	187	1065	1516	203	220	267
Eif2s2	20594	821	5949	7626	1025	643	916
Eif2s3x	1504	291	765	863	276	130	138
Eif2s3y	0	0	628	785	0	119	86
Eif3a	8573	936	4854	7311	1396	579	615
Eif3b	3054	393	1908	2059	297	249	312
Eif3c	7461	717	4039	4727	938	542	565
Eif3d	2609	261	1086	1462	247	214	243
Eif3e	5497	648	3133	3777	618	437	449
Eif3f	9949	1166	4616	5065	938	698	601
Eif3g	2322	247	1108	1380	244	194	163
Eif3h	7401	892	3546	4133	778	596	578
Eif3i	4733	425	2270	2812	360	397	417
Eif3j1	2683	167	1700	2048	399	205	166
Eif3j2	446	26	114	221	35	11	14
Eif3k	8549	768	3838	4304	756	570	603
Eif3l	2322	256	1167	1447	241	203	184
Eif3m	4107	434	2252	2202	396	390	399
Eif4a1	11720	1105	5719	7450	981	1148	1341
Eif4a2	1788	684	1649	1941	668	263	156
Eif4a3	2009	165	829	1094	180	128	127
Eif4b	2331	471	1886	2137	531	276	274
Eif4e	2580	182	2362	3525	312	186	204
Eif4e1b	0	0	0	0	0	0	0
Eif4e2	5091	239	1783	2440	309	176	236
Eif4e3	387	61	205	352	67	21	24
Eif4ebp1	5639	246	2198	2203	276	151	278
Eif4ebp2	1392	240	930	1068	260	148	129
Eif4ebp3	216	58	1	0	0	19	20
Eif4enif1	1033	157	837	1022	212	78	86
Eif4g1	5811	588	3391	4619	859	342	409
Eif4g2	12167	1426	7629	9434	1901	819	925
Eif4g3	2661	318	3563	4173	962	293	265
Eif4h	2944	372	2237	2561	475	230	241
Eif5	5938	780	3593	4881	672	530	554
Eif5a	15717	943	5621	7995	831	833	1198
Eif5a2	202	28	129	99	16	8	9
Eif5b	7482	506	2832	3899	811	324	270
Eif6	4029	245	1615	1949	212	267	288
Eipr1	328	25	228	323	68	44	28
Elac1	99	20	98	106	40	18	15
Elac2	290	49	147	210	40	23	27
Elane	9	1	17	5	0	1	0
Elavl1	1486	230	1331	1600	268	214	223
Elavl2	5	0	1	0	0	0	0
Elavl3	4	0	40	22	0	0	0
Elavl4	1	0	1	1	0	0	2
Eldr	46	6	0	0	0	20	8
Elf1	1742	279	4442	5056	816	248	135
Elf2	1760	212	2611	2850	577	148	137
Elf3	84	10	99	4	0	5	13
Elf4	709	109	892	1306	224	159	105
Elf5	0	0	0	0	0	0	0
Elfn1	198	12	171	205	10	16	19
Elfn2	0	1	0	2	0	1	0
Elk1	302	30	124	188	26	17	16
Elk3	3242	184	1307	1575	214	171	194
Elk4	748	157	1075	1165	296	112	99
Ell	499	57	1256	1069	153	49	61
Ell2	373	69	2383	2806	232	63	54
Ell3	0	0	1	0	1	0	0
Elmo1	187	57	1500	2551	437	260	46
Elmo2	432	92	383	456	126	59	32
Elmo3	39	25	21	16	2	11	11
Elmod1	1	0	4	1	0	0	0
Elmod2	372	58	192	277	74	20	21
Elmod3	163	26	298	226	50	11	11
Elmsan1	446	82	1422	1713	384	0	0
Eln	9776	898	3169	3935	1203	314	156
Eloa	1100	106	876	1046	245	62	61
Elob	27462	1466	8691	10380	1550	986	1076
Elobl	0	0	0	0	0	0	0
Eloc	3286	403	2085	2769	418	325	342
Elof1	2493	222	815	1122	186	154	189
Elovl1	2131	162	603	856	138	137	92
Elovl2	0	0	4	3	0	0	0
Elovl3	1	0	2	0	0	0	0
Elovl4	11	1	8	13	2	0	0
Elovl5	861	107	739	1113	202	75	67
Elovl6	203	45	250	308	58	56	46
Elovl7	47	6	27	4	3	7	9
Elp1	510	72	0	0	0	61	51
Elp2	588	98	331	358	86	62	61
Elp3	570	98	398	556	129	60	51
Elp4	248	36	619	818	310	78	55
Elp5	935	98	454	630	116	69	63
Elp6	223	28	55	107	17	15	15
Emb	2493	251	1316	3438	252	116	63
Emc1	503	125	252	345	83	67	45
Emc10	4086	449	1407	1683	268	255	177
Emc2	1340	162	590	841	197	126	74
Emc3	2207	216	1174	1386	304	147	152
Emc4	1409	144	444	614	154	80	88
Emc6	1946	179	816	1019	146	163	140
Emc7	2181	430	2095	2319	454	260	267
Emc8	1581	134	587	795	107	119	104
Emc9	464	74	157	196	48	28	29
Emcn	126	4	71	5	5	2	0
Emd	1222	180	723	871	205	71	81
Eme1	53	9	23	33	3	2	3
Eme2	46	8	26	37	7	6	0
Emg1	1933	282	927	1198	219	179	209
Emid1	92	5	83	40	3	8	8
Emilin1	5313	491	2303	2331	227	166	217
Emilin2	2327	803	1639	2789	761	316	206
Emilin3	2	0	4	1	0	0	1
Eml1	543	120	1099	1294	311	125	119
Eml2	325	79	168	161	54	54	41
Eml3	447	62	204	341	62	42	21
Eml4	1751	158	1873	2479	423	252	169
Eml5	45	13	102	67	26	21	5
Eml6	20	14	232	390	138	33	22
Emp1	10949	657	7065	13088	1529	122	226
Emp2	1661	272	646	527	186	132	104
Emp3	11605	1527	3921	5322	1277	1272	973
Emsy	1020	184	786	1047	274	79	69
Emx1	0	0	0	0	0	0	0
Emx2	27	9	85	329	31	7	9
Emx2os	15	17	72	255	37	3	16
En1	163	15	80	474	18	6	14
En2	1	0	0	1	1	1	1
Enah	2248	147	2049	3038	311	120	124
Enam	0	0	0	0	0	0	0
Enc1	2559	190	2169	2298	284	206	179
Endod1	734	96	430	475	71	35	43
Endog	579	67	240	267	52	27	35
Endou	11	8	39	32	15	3	0
Endov	153	26	97	104	25	17	16
Eng	2452	149	619	797	281	19	28
Engase	61	10	49	66	29	9	7
Enho	315	7	88	102	17	4	7
Enkd1	160	15	59	75	20	9	11
Enkur	35	5	52	64	15	0	3
Eno1	4498	208	3742	2566	98	427	1339
Eno1b	123	4	56	44	1	2	13
Eno2	138	66	245	171	34	32	15
Eno3	388	25	108	83	15	39	70
Eno4	2	3	4	1	1	1	0
Enoph1	314	30	159	222	37	25	21
Enox1	240	10	1039	1635	222	36	58
Enox2	175	22	415	756	195	87	47
Enpep	128	179	380	252	165	35	43
Enpp1	1201	51	581	522	51	14	82
Enpp2	581	2308	2096	718	358	1795	774
Enpp3	478	74	726	546	216	12	165
Enpp4	235	141	231	178	68	51	30
Enpp5	198	197	252	146	92	65	23
Enpp6	15	0	8	18	2	0	2
Enpp7	0	0	0	0	0	0	0
Ensa	1243	220	622	760	184	94	89
Enthd1	0	0	7	5	0	0	0
Entpd1	119	22	330	726	74	79	8
Entpd2	2077	417	1022	1568	731	109	33
Entpd3	3	0	45	60	0	5	3
Entpd4	0	0	0	0	0	0	0
Entpd4b	0	0	0	0	0	0	0
Entpd5	274	65	143	206	45	31	30
Entpd6	526	35	97	210	28	6	11
Entpd7	690	74	473	700	77	50	67
Entpd8	0	0	1	0	0	0	0
Entr1	538	96	0	0	0	43	46
Eny2	4412	423	1864	2556	319	350	382
Eogt	201	35	318	288	118	19	18
Eomes	4	3	7	4	0	4	4
Ep300	776	198	1167	1227	351	153	113
Ep400	1260	158	2191	2243	410	157	133
Epas1	845	122	1343	1641	247	30	23
Epb41	315	37	678	650	77	60	50
Epb41l1	731	89	446	443	129	24	41
Epb41l2	3909	568	4896	6930	1327	295	224
Epb41l3	799	56	566	1303	230	13	9
Epb41l4a	109	34	455	222	68	34	22
Epb41l4aos	1068	101	606	705	93	52	75
Epb41l4b	19	17	38	29	10	6	5
Epb41l5	112	46	283	129	82	22	10
Epb42	2	0	0	0	0	0	0
Epc1	883	141	2475	2035	427	143	100
Epc2	999	146	1374	1066	350	120	86
Epcam	163	24	186	50	8	105	3
Epdr1	527	177	246	604	128	52	34
Epg5	168	36	319	351	94	27	27
Epgn	11	0	2	7	2	0	0
Epha1	22	2	39	78	9	2	3
Epha10	3	0	3	2	1	1	0
Epha2	132	39	286	82	21	43	38
Epha3	2051	98	1447	5376	577	17	74
Epha4	679	35	520	385	117	85	55
Epha5	1	0	5	1	0	0	1
Epha6	0	0	16	11	5	0	1
Epha7	81	3	60	39	27	1	8
Epha8	0	0	1	3	0	0	0
Ephb1	11	16	22	31	16	13	5
Ephb2	904	85	694	1162	340	19	25
Ephb3	571	91	227	352	44	18	19
Ephb4	341	90	295	304	71	47	54
Ephb6	293	35	77	69	18	2	14
Ephx1	392	204	385	290	125	97	58
Ephx2	267	73	112	83	32	18	6
Ephx3	8	0	39	40	9	0	0
Ephx4	19	2	19	46	11	1	3
Epm2a	48	7	125	71	27	10	5
Epm2aip1	728	117	388	475	60	54	40
Epn1	1642	210	866	946	179	107	102
Epn2	966	157	1185	914	308	99	108
Epn3	9	17	19	3	0	4	2
Epo	0	0	16	7	5	3	0
Epop	60	5	47	33	2	5	6
Epor	8	1	5	3	0	0	1
Epp13	0	0	1	0	0	0	0
Eppin	0	0	0	0	0	0	0
Eppk1	32	7	23	20	12	1	0
Eprn	0	0	0	0	0	0	0
Eprs	6634	520	3487	4797	690	338	363
Eps15	866	238	991	1064	367	214	166
Eps15l1	302	67	628	800	173	95	65
Eps8	1891	366	2647	2124	366	410	358
Eps8l1	47	10	26	56	25	4	0
Eps8l2	100	39	149	34	5	13	21
Eps8l3	2	1	23	4	0	0	0
Epsti1	139	25	233	362	53	98	16
Epx	0	0	0	0	0	0	0
Epyc	10	0	91	29	3	1	0
Eqtn	1	1	21	21	7	0	1
Eral1	52	28	46	73	20	26	16
Erap1	373	136	322	526	161	82	25
Eras	0	0	0	2	0	0	0
Erbb2	219	28	118	162	25	14	20
Erbb3	21	10	33	12	7	2	0
Erbb4	0	0	14	1	1	0	0
Erbin	1401	304	2744	2560	705	301	182
Erc1	1184	122	1757	2094	323	118	147
Erc2	22	1	18	27	4	4	5
Ercc1	1065	91	351	440	68	69	53
Ercc2	105	24	78	114	28	15	6
Ercc3	334	51	201	303	58	25	31
Ercc4	212	38	189	195	59	30	19
Ercc5	510	90	397	475	147	45	43
Ercc6	128	33	197	279	78	28	20
Ercc6l	97	18	23	73	5	2	14
Ercc6l2	450	83	355	422	200	68	37
Ercc8	70	18	68	63	24	21	15
Ereg	1018	4	1724	865	20	2	44
Erf	835	89	1000	1121	164	46	60
Erfe	24	0	8	19	6	0	3
Erg	54	7	123	32	1	9	9
Erg28	1204	154	413	812	96	103	109
Ergic1	2609	278	1205	1785	360	137	144
Ergic2	2311	207	1135	1626	270	156	165
Ergic3	4308	491	1527	1775	326	288	199
Erh	1060	107	976	1058	113	416	538
Eri1	622	104	343	618	84	50	57
Eri2	97	30	63	102	22	15	19
Eri3	1692	162	1294	1503	347	132	135
Erich1	455	55	271	297	101	30	15
Erich2	15	6	10	5	2	0	2
Erich2os	1	0	0	0	0	0	0
Erich3	0	1	2	2	1	0	0
Erich4	2	1	7	1	2	0	0
Erich5	4	1	7	7	1	1	0
Erich6	2	0	4	4	1	0	0
Erich6b	0	0	0	0	0	0	0
Erlec1	3905	315	2342	2634	426	155	190
Erlin1	315	89	340	444	129	43	35
Erlin2	770	106	375	481	108	45	36
Ermap	10	0	22	30	0	0	0
Ermard	105	26	84	112	37	13	10
Ermn	1	1	0	2	0	0	0
Ermp1	599	79	505	843	95	36	44
Ern1	249	80	2462	2194	178	106	115
Ern2	0	0	8	0	0	0	0
Ero1l	2367	140	3186	1516	150	0	0
Ero1lb	103	28	204	264	82	0	0
Erp27	59	0	21	16	21	4	2
Erp29	8474	561	2885	4251	479	389	374
Erp44	1947	269	1403	1784	428	187	154
Errfi1	5513	377	8075	9011	2109	70	251
Erv3	7	1	0	1	0	0	0
Esam	168	99	171	49	22	70	45
Esco1	313	91	405	497	139	59	40
Esco2	155	27	41	80	2	11	16
Esd	7645	561	3391	3383	517	365	535
Esf1	1787	147	967	1167	263	149	173
Esm1	30	14	4	0	0	0	0
Esp1	0	0	0	0	0	0	0
Esp15	0	0	0	0	0	0	0
Esp16	0	0	0	0	0	0	0
Esp18	0	0	0	0	0	0	0
Esp22	0	0	0	0	0	0	0
Esp23	0	0	0	0	0	0	0
Esp24	0	0	0	0	0	0	0
Esp3	0	0	0	0	0	0	0
Esp31	0	0	0	0	0	0	0
Esp34	0	0	0	0	0	0	0
Esp36	0	0	0	0	0	0	0
Esp38	0	0	0	0	0	0	0
Esp4	0	0	0	0	0	0	0
Esp6	0	0	0	0	0	0	0
Esp8	0	0	0	0	0	0	0
Espl1	106	13	43	73	2	8	23
Espn	70	131	83	47	26	34	7
Espnl	1	0	17	12	3	0	0
Esr1	212	73	710	1586	424	25	44
Esr2	1	4	2	13	3	0	0
Esrp1	3	0	20	3	1	0	0
Esrp2	45	4	20	9	2	6	2
Esrra	551	61	220	294	43	43	40
Esrrb	0	0	3	2	0	1	0
Esrrg	0	0	27	15	3	0	3
Ess2	312	44	0	0	0	18	25
Esx1	0	0	0	0	0	0	0
Esyt1	1282	200	801	1186	242	76	43
Esyt2	2528	449	5406	5276	987	313	236
Esyt3	4	29	34	12	4	9	9
Etaa1	300	52	204	242	76	28	33
Etaa1os	112	8	26	21	4	7	5
Etd	0	0	0	0	0	0	0
Etf1	2857	309	3573	3883	505	240	248
Etfa	1423	284	1010	1540	426	218	220
Etfb	4559	455	1345	1643	355	364	285
Etfbkmt	249	133	508	480	137	91	53
Etfdh	341	71	256	305	57	24	25
Etfrf1	408	69	197	242	50	51	35
Ethe1	821	58	316	354	79	38	44
Etl4	680	30	999	1400	272	36	54
Etnk1	1198	267	810	1016	273	94	82
Etnk2	16	6	16	22	13	0	1
Etnppl	1	0	0	0	0	0	0
Etohd2	18	5	15	29	9	4	1
Etos1	0	0	0	2	0	0	0
Ets1	571	129	603	862	219	114	74
Ets2	726	94	1086	1027	145	65	40
Etv1	993	120	593	326	75	100	125
Etv2	1	0	1	0	0	0	0
Etv3	346	81	390	483	89	45	19
Etv4	639	7	252	241	16	30	45
Etv5	417	43	357	300	27	59	48
Etv6	749	69	3599	4571	574	268	193
Eva1a	106	3	90	162	8	0	6
Eva1b	4217	371	2304	2908	324	268	217
Eva1c	49	19	108	17	29	8	18
Evc	249	93	178	276	115	22	21
Evc2	337	97	377	447	134	34	37
Evi2	8	6	21	17	3	0	0
Evi2a	149	21	69	213	12	23	2
Evi2b	0	1	1	0	0	78	15
Evi5	1627	181	1208	1463	365	120	105
Evi5l	295	35	210	319	83	29	31
Evl	1200	114	1242	1179	152	73	94
Evpl	15	48	44	39	10	8	4
Evx1	0	0	0	0	0	0	0
Evx1os	0	0	0	0	0	0	0
Evx2	0	0	1	0	0	0	0
Ewsr1	2041	395	1648	1939	315	186	224
Exd1	24	4	37	26	13	2	0
Exd2	101	34	106	136	66	18	16
Exo1	63	8	11	68	3	9	8
Exo5	109	35	66	114	17	23	16
Exoc1	370	70	288	376	112	28	34
Exoc2	380	64	730	876	266	83	43
Exoc3	1707	150	682	1047	260	107	80
Exoc3l	10	2	3	2	1	0	0
Exoc3l2	9	1	24	59	2	1	3
Exoc3l4	968	74	248	297	27	90	54
Exoc4	994	175	3456	5131	1339	364	246
Exoc5	1407	178	1712	1978	384	140	121
Exoc6	107	30	284	202	56	64	36
Exoc6b	778	233	3553	3366	932	684	254
Exoc7	614	110	287	386	85	67	50
Exoc8	196	34	130	159	36	19	10
Exog	111	8	49	85	16	14	9
Exosc1	926	91	405	545	124	76	65
Exosc10	680	84	466	561	139	58	54
Exosc2	208	29	77	158	34	15	15
Exosc3	356	104	317	543	102	92	63
Exosc4	1234	93	377	567	99	102	92
Exosc5	963	135	338	487	87	92	67
Exosc6	0	0	0	0	0	0	0
Exosc7	632	118	255	394	117	86	61
Exosc8	1064	107	374	571	92	65	117
Exosc9	608	54	274	293	52	45	46
Exph5	4	3	10	7	4	3	3
Ext1	3418	356	11461	22441	2683	752	605
Ext2	1577	223	1285	1631	306	143	120
Extl1	6	5	4	1	1	2	4
Extl2	425	103	319	334	74	38	30
Extl3	1020	111	755	919	172	84	58
Eya1	1	2	3	26	4	2	2
Eya2	429	52	737	389	505	32	26
Eya3	235	41	430	459	196	74	49
Eya4	91	40	675	1272	210	39	68
Ezh1	466	118	262	319	201	45	33
Ezh2	957	90	604	806	72	79	124
Ezr	2082	859	2672	970	334	544	493
F10	71	1	295	233	13	17	10
F11	0	0	5	4	0	0	0
F11r	763	264	1185	476	120	221	153
F12	1	0	2	1	0	0	0
F13a1	662	2	699	429	1	123	19
F13b	0	0	2	0	0	0	0
F2	3	0	6	3	1	0	0
F2r	2137	188	1336	862	86	48	92
F2rl1	102	12	18	264	5	3	4
F2rl2	38	1	17	7	1	1	5
F2rl3	12	3	3	11	1	3	0
F3	417	124	704	1099	200	31	105
F420014N23Rik	50	4	73	74	16	13	10
F5	118	7	109	65	8	15	1
F530104D19Rik	0	0	0	1	0	0	0
F630028O10Rik	13	0	24	16	4	21	1
F630040K05Rik	8	0	45	44	0	0	2
F630042J09Rik	1	0	1	0	1	0	0
F630206G17Rik	0	0	0	0	0	0	0
F7	16	0	116	166	5	7	2
F730016J06Rik	2	0	16	1	0	0	0
F730035M05Rik	3	0	10	0	0	0	0
F730035P03Rik	1	0	2	0	0	1	0
F730043M19Rik	161	15	0	0	0	15	15
F730048M01Rik	1	0	0	0	0	0	0
F730311O21Rik	1	0	2	3	7	0	1
F8	45	10	33	36	22	6	9
F830016B08Rik	456	81	141	202	127	19	3
F830045P16Rik	0	0	0	3	0	0	0
F830208F22Rik	3	0	0	0	0	2	0
F8a	167	35	66	99	25	26	10
F9	0	0	1	3	0	0	0
F930017D23Rik	0	0	15	5	0	0	0
FQ976806.1	0	0	0	0	0	0	0
Fa2h	0	1	0	0	0	0	0
Faah	14	23	36	24	8	22	4
Faap100	226	41	128	186	41	14	16
Faap20	874	104	327	427	73	56	41
Faap24	160	21	47	110	17	11	11
Fabp1	0	0	0	1	0	0	0
Fabp12	1	0	28	22	8	0	1
Fabp2	3	0	0	0	0	0	0
Fabp3	88	28	161	76	18	50	25
Fabp4	1641	386	2473	2623	430	674	240
Fabp5	1831	360	1097	2460	159	407	327
Fabp6	0	0	5	0	0	0	0
Fabp7	18	0	13	10	0	1	0
Fabp9	0	0	0	0	0	0	0
Fadd	164	35	62	81	22	21	11
Faddos	0	0	1	2	0	0	0
Fads1	1115	223	525	618	127	85	70
Fads2	1059	199	183	160	14	100	100
Fads3	1261	157	541	559	105	103	65
Fads6	53	50	64	102	40	8	4
Faf1	631	91	1834	1945	551	152	123
Faf2	1706	184	938	1138	242	130	106
Fah	411	55	209	204	25	59	31
Fahd1	335	40	105	180	44	29	15
